Customer ID,Income (USD),Loan Amount Request (USD),Current Loan Expenses (USD),Credit Score,No. of Defaults,Property Age,Co-Applicant,Property Price,Type of Employment_missing_val,Type of Employment_Laborers,Type of Employment_Sales staff,Type of Employment_Core staff,Type of Employment_Managers,Type of Employment_Drivers,Type of Employment_Accountants,Expense Type 1_N,Profession_Working,Profession_Commercial associate,Profession_Pensioner,Dependents_2.0,Dependents_3.0,Dependents_1.0,Dependents_4.0,Dependents_0,Location_Semi-Urban,Location_Rural
C-17497,2222.435,176471.52,817.78,870.64,1,2223.25,1.0,289587.49,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-8985,2222.435,74236.78,241.57,857.62,0,2223.25,0.0,129465.86,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-9210,3911.22,143892.92,808.47,659.23,0,3911.22,1.0,203777.12,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-43564,2027.52,274567.21,796.43,690.9,0,2027.52,0.0,394276.85,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-18208,2222.435,78447.97,625.27,764.63,0,2223.25,1.0,89857.74,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0
C-23273,2796.28,183671.74,540.83,709.84,0,2796.28,1.0,222105.96,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-21595,1263.64,92227.47,443.43,777.08,0,1263.64,1.0,141909.92,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0
C-11495,2222.435,230216.49,753.33,756.27,0,2223.25,1.0,325002.42,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-40842,4430.55,176940.47,578.06,748.59,0,4430.55,1.0,241410.01,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
C-3944,2222.435,169533.14,473.75,726.67,1,2223.25,1.0,284158.09,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-12937,2167.85,40975.88,284.28,658.61,0,2167.85,1.0,70726.63,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-20335,3138.83,41731.59,449.01,713.94,0,3138.83,1.0,71864.29,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
C-20189,1318.79,48680.79,300.1,712.77,0,1318.79,1.0,55284.82,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
C-2373,2222.435,77687.32,312.06,786.39,1,2223.25,1.0,114776.3,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-2804,2222.435,35657.37,345.85,693.15,0,2223.25,1.0,53377.67,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
C-19214,2394.59,113177.69,750.58,679.5,0,2394.59,1.0,176777.65,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-22139,2468.45,73966.09,530.99,695.81,0,2468.45,1.0,98577.15,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-41267,3452.3,117312.98,403.67,711.33,0,3452.3,1.0,167572.81,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
C-8592,1978.84,42578.43,237.43,832.87,1,1978.84,1.0,56774.83,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-47559,1647.2,32371.68,153.71,707.87,0,1647.2,1.0,42484.8,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-10864,1511.72,167404.24,460.24,722.14,1,1511.72,1.0,215549.36,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-48512,3168.36,19603.48,161.45,694.42,0,3168.36,0.0,33026.63,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-1351,1839.25,47734.66,355.29,659.1,0,1839.25,1.0,84881.02,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-35864,929.76,29400.5,151.76,664.49,0,929.76,1.0,55438.88,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-25289,1867.98,63411.22,281.56,701.45,0,1867.98,1.0,90163.37,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-7238,2222.435,19803.19,222.59,718.83,1,2223.25,1.0,29132.39,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-35297,2096.61,119657.52,347.69,702.73,0,2096.61,1.0,137031.35,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-20258,2222.435,40847.55,193.08,736.56,0,2223.25,1.0,61604.56,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-11148,2157.53,47826.91,238.37,789.72,0,2157.53,1.0,71152.68,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
C-36112,1842.42,65330.08,342.55,751.41,0,1842.42,1.0,112920.76,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-46596,2310.17,33929.16,208.94,681.01,1,2310.17,1.0,49982.72,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-23599,2222.435,91534.2,692.74,739.82,0,2223.25,1.0,118619.36,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
C-5678,1212.99,8566.66,89.4,791.43,1,2223.25,1.0,11167.55,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
C-28530,2124.93,44131.15,351.95,836.84,0,2124.93,1.0,76184.09,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-5621,2222.435,123421.42,470.67,797.91,0,2223.25,1.0,148846.93,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-37604,1539.07,20302.75,258.75,698.43,0,1539.07,1.0,34486.82,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-14363,3977.75,156542.09,605.67,687.96,0,3977.75,1.0,278748.87,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
C-14850,648.81,30587.36,225.18,782.87,0,648.81,1.0,34631.44,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-32640,2632.27,194131.25,495.36,725.37,0,2632.27,1.0,234362.15,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-25212,3755.32,78527.76,411.05,644.85,0,3755.32,1.0,93908.16,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
C-6120,1946.69,36831.34,359.0,759.54,1,1946.69,1.0,61609.87,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-13750,2774.48,74916.37,389.71,601.04,1,2774.48,1.0,91920.52,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-11858,2222.435,84534.59,457.32,659.54,0,2223.25,1.0,127543.64,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-8824,1014.15,44058.57,201.04,676.35,0,1014.15,1.0,58381.53,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-2976,1474.19,162751.45,549.81,679.24,0,1474.19,1.0,237703.88,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-2077,2222.435,77030.78,395.13,823.66,0,2223.25,1.0,98338.74,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-36242,3319.34,33143.7,357.7,742.67,0,3319.34,1.0,59754.0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
C-33480,1458.1,149712.49,415.09,717.11,0,1458.1,1.0,277166.06,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-34449,1943.75,171676.37,861.5,814.38,0,1943.75,1.0,266265.53,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C-14044,2222.435,125571.65,339.73,762.79,0,2223.25,1.0,231837.35,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-38685,2364.77,250780.3,894.96,660.29,0,2364.77,1.0,442981.07,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
C-26344,4338.52,106168.08,327.38,739.82,0,4338.52,1.0,164951.03,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-14552,1910.12,96340.26,355.7,697.92,0,1910.12,1.0,160570.34,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
C-26888,1913.3,176104.76,375.205,869.33,1,1913.3,1.0,211080.27,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-39640,2746.53,35786.26,380.16,840.2,0,2746.53,1.0,66682.27,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
C-36643,2379.17,75201.88,382.14,691.98,0,2379.17,1.0,130477.28,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-28664,698.11,43797.52,184.9,857.48,0,698.11,0.0,81784.51,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-45949,1461.98,28231.1,127.68,707.42,0,1461.98,1.0,33999.33,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C-40141,4438.95,197017.82,762.32,735.37,0,4438.95,1.0,259133.82,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
C-44288,1649.83,110019.2,353.13,804.23,0,1649.83,0.0,123652.97,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-42261,3097.01,199363.46,883.67,836.42,0,3097.01,0.0,291143.41,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-30116,1663.26,102454.02,337.55,729.8,0,1663.26,1.0,154277.6,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-4447,1523.38,95647.04,420.13,669.64,1,1523.38,1.0,181294.02,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
C-46712,2057.58,126016.78,394.69,830.12,0,2057.58,1.0,175857.58,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-31883,2441.62,52470.81,275.76,719.36,0,2441.62,1.0,79202.11,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-7932,1865.98,187629.97,764.0,739.82,0,1865.98,1.0,250759.01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
C-37183,1763.62,112930.4,438.15,787.44,1,1763.62,1.0,184159.06,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-17366,3833.54,108568.4,512.27,688.74,0,3833.54,1.0,178471.39,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
C-7957,2022.77,136776.93,410.54,675.88,0,2022.77,1.0,153867.55,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-47640,2467.93,63891.7,413.03,659.87,0,2467.93,1.0,120928.31,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-43941,1262.74,45431.95,486.58,651.22,0,1262.74,0.0,71743.95,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-6539,2593.43,70781.55,601.29,627.55,1,2593.43,1.0,84900.8,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-44379,2739.99,163624.01,417.6,826.61,1,2739.99,1.0,267776.07,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
C-15555,1154.73,106179.43,405.04,806.55,0,1154.73,1.0,192712.97,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-29835,2407.18,38636.0,412.13,780.55,0,2407.18,1.0,60283.23,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
C-29358,2792.06,80680.15,206.71,809.23,1,2792.06,1.0,143907.94,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C-48636,3637.4,199285.96,530.71,857.31,1,3637.4,1.0,270554.32,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-29109,2041.89,78234.5,404.25,694.92,0,2041.89,1.0,132074.95,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-46528,1380.06,26608.17,169.31,751.06,0,1380.06,0.0,31785.23,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-7743,1109.61,73323.17,303.06,657.1,0,1109.61,1.0,137685.59,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-23860,2004.31,81910.92,446.07,650.7,0,2004.31,1.0,92057.58,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
C-34009,1096.0,60994.86,473.1,711.07,0,1096.0,1.0,104216.13,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-25358,2559.98,173915.21,529.64,739.82,0,2559.98,1.0,272836.86,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
C-42480,2803.25,53126.78,446.63,650.87,0,2803.25,1.0,61533.67,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-43848,2690.51,65836.22,341.55,691.05,0,2690.51,1.0,89315.71,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-21682,2449.21,75215.61,545.02,739.82,0,2449.21,0.0,127060.3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
C-24321,1396.24,61724.12,303.63,739.82,0,1396.24,1.0,69863.49,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-48061,3130.91,36812.71,425.14,802.38,0,3130.91,0.0,65464.29,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
C-19270,2222.435,70007.79,317.25,680.45,0,2223.25,1.0,102146.37,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0
C-45111,2785.05,81491.5,401.72,827.95,1,2785.05,0.0,153444.66,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
C-10505,2724.15,154027.82,445.72,759.44,0,2724.15,1.0,231940.53,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
C-22200,3735.74,68484.94,494.82,655.0,1,3735.74,1.0,116971.72,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
C-41477,1211.54,46000.77,238.55,632.02,0,1211.54,1.0,73380.84,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
C-19105,2845.91,158591.96,418.21,784.61,0,2845.91,1.0,266906.5,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-44324,3045.66,159027.01,431.96,725.5,0,3045.66,0.0,207310.55,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-16871,1718.13,31592.27,265.88,725.61,0,1718.13,1.0,58824.22,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-9077,1974.99,47464.77,368.4,753.82,0,1974.99,1.0,75207.46,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-1439,4130.52,136999.59,479.82,801.13,0,4130.52,1.0,180055.47,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
C-34910,2486.83,144610.78,461.23,756.83,1,2486.83,1.0,263005.48,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C-12363,1361.35,48667.4,366.03,713.64,0,1361.35,1.0,92422.58,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-34106,3078.41,156793.16,652.75,716.52,0,3078.41,1.0,277918.28,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
C-28735,4385.05,170980.91,568.07,783.55,0,4385.05,1.0,216803.2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
C-39290,2924.77,121869.2,385.53,748.72,0,2924.77,1.0,224637.04,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
C-42224,1115.04,46793.29,215.64,669.32,0,1115.04,1.0,77806.62,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
C-36914,1022.18,42361.58,228.36,705.18,1,1022.18,1.0,69303.51,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
C-21439,3106.34,121544.3,695.32,716.56,0,3106.34,1.0,138476.95,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C-40335,3268.83,73371.29,790.9,813.94,1,3268.83,1.0,116645.92,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0
C-34569,1682.35,57448.65,290.86,705.27,0,1682.35,1.0,79593.81,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
C-22741,2233.22,143595.13,452.51,628.48,0,2233.22,0.0,214971.84,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-48404,3710.13,211837.72,657.21,707.09,0,3710.13,0.0,244044.45,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
C-38066,3040.6,252728.35,897.92,836.73,0,3040.6,1.0,318563.72,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
C-49843,2092.53,55624.34,396.21,739.74,0,2092.53,0.0,79551.15,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
C-36101,1358.8,39132.18,372.36,792.02,0,1358.8,1.0,72126.9,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-2069,2222.435,73864.39,375.205,762.34,0,2223.25,1.0,83175.68,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1
C-222,1416.16,29297.06,199.3,858.27,0,1416.16,1.0,33961.21,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-20837,2226.78,66238.33,302.15,768.39,0,2226.78,1.0,73061.38,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-13483,1693.13,103222.33,272.42,694.91,0,1693.13,1.0,138353.95,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
C-36243,3941.99,104500.96,330.69,711.53,1,3941.99,1.0,178784.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
C-41877,1334.45,59732.92,527.67,757.86,0,1334.45,1.0,99825.66,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-27081,1691.11,54732.56,286.92,678.36,0,1691.11,1.0,92191.29,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
C-48317,1978.86,36983.79,382.54,797.5,0,1978.86,0.0,52505.54,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
C-16681,2222.435,35369.61,317.09,742.32,0,2223.25,1.0,53871.84,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-13632,1831.52,100933.0,398.7,781.76,0,1831.52,1.0,126129.42,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C-43929,1102.91,23910.57,236.11,848.4,0,1102.91,0.0,40349.82,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-40263,4211.36,35473.57,179.93,716.66,0,4211.36,1.0,65167.27,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
C-20615,1523.63,65686.09,330.05,739.82,0,1523.63,1.0,111370.47,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-18504,2197.99,28201.67,375.205,674.19,0,2197.99,1.0,48159.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-32999,1654.77,37498.89,271.52,616.05,0,1654.77,0.0,70500.75,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
C-11092,1570.22,90760.39,452.87,662.35,0,1570.22,1.0,127993.05,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
C-7601,2222.435,76509.05,564.89,595.28,0,2223.25,1.0,120147.32,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
C-2044,2613.61,160556.37,486.45,828.03,0,2613.61,1.0,303971.09,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
C-17277,1820.67,27073.17,202.94,807.72,0,1820.67,0.0,38298.38,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
C-17728,2018.42,44501.57,306.66,623.08,0,2018.42,0.0,56722.3,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-44798,1252.65,30486.1,344.67,857.79,0,1252.65,1.0,35442.64,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-7977,1538.38,46221.27,257.61,871.2,0,1538.38,1.0,71054.98,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
C-47092,1207.45,158746.71,487.36,789.11,0,1207.45,0.0,249962.15,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
C-8815,2222.435,41243.43,270.62,694.93,1,2223.25,1.0,66163.01,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-33525,1280.82,35883.73,180.22,808.76,1,1280.82,1.0,66756.34,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-49463,1254.48,28822.72,110.45,835.34,0,1254.48,0.0,47400.27,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
C-9124,2520.15,77981.38,497.31,753.77,0,2520.15,1.0,128834.63,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
C-45324,2565.87,210459.46,596.5,728.16,0,2565.87,1.0,295157.43,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
C-26349,2222.435,167155.75,584.53,770.78,0,2223.25,1.0,189729.38,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
C-49423,2116.45,42395.62,187.19,805.39,0,2116.45,1.0,59851.34,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
C-35548,3417.24,70011.4,581.35,772.84,1,3417.24,1.0,86532.89,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
C-43076,1524.19,52746.21,236.03,860.64,0,1524.19,0.0,63100.64,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-30888,1714.62,31493.43,369.24,805.54,1,1714.62,1.0,51021.66,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-8631,2680.45,39720.38,197.58,672.9,0,2680.45,1.0,51181.82,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
C-4707,4470.47,73248.52,592.97,628.46,0,4470.47,0.0,119125.14,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-29295,2735.8,44466.45,509.89,659.15,0,2735.8,1.0,73263.6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
C-18589,4330.82,131219.59,474.16,741.94,0,4330.82,1.0,166998.74,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
C-49235,2763.41,162938.0,534.04,690.67,0,2763.41,1.0,281350.58,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
C-33283,1548.46,66676.64,399.29,769.36,0,1548.46,0.0,80752.35,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-41746,3399.02,13297.12,138.76,735.97,1,3399.02,0.0,15051.04,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
C-45551,971.0,20010.62,191.87,766.16,0,971.0,1.0,32865.27,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
C-37107,3120.56,104543.33,783.89,740.22,0,3120.56,1.0,152372.44,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
C-26308,1909.84,43887.92,145.02,831.88,0,1909.84,1.0,59787.9,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-9182,1855.63,53406.87,542.27,764.64,0,1855.63,1.0,74885.26,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-34391,3655.3,38867.56,396.92,756.19,0,3655.3,1.0,59090.78,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-19894,2258.53,96801.69,430.82,666.54,0,2258.53,1.0,138900.38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
C-22049,2186.57,41170.62,202.94,649.85,0,2186.57,0.0,71553.06,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
C-4580,2839.54,90570.76,347.58,791.27,0,2839.54,0.0,-999.0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-21548,2698.12,85529.76,618.13,714.49,0,2698.12,1.0,129480.94,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
C-7135,1847.0,38040.13,384.45,739.82,0,1847.0,1.0,69562.8,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
C-38825,2434.89,99950.82,411.55,846.36,0,2434.89,0.0,148829.26,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
C-35339,2116.31,54467.67,270.96,682.83,0,2116.31,1.0,85451.7,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
C-49815,2832.27,81055.16,403.71,732.1,0,2832.27,0.0,116798.58,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
C-22560,1837.69,30176.93,149.81,762.73,0,1837.69,0.0,48187.93,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
C-26496,2222.435,136996.18,410.67,673.37,0,2223.25,1.0,251305.13,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-19037,1868.33,20888.62,137.51,809.46,0,1868.33,1.0,25551.77,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1
C-39960,1793.94,44292.18,304.06,599.39,0,1793.94,1.0,69684.41,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
C-37171,1215.02,39069.18,322.01,806.65,0,1215.02,1.0,63206.84,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
C-37813,961.95,30473.43,157.48,826.63,0,961.95,1.0,55723.69,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
C-3117,2222.435,103599.24,314.31,686.49,1,2223.25,1.0,119437.47,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
C-8290,1849.11,31626.35,254.15,631.53,0,1849.11,1.0,39677.48,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
C-4817,2222.435,102397.24,461.49,739.82,1,2223.25,1.0,147374.18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
C-37759,2124.01,61757.25,341.15,708.37,1,2124.01,1.0,97981.88,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
C-35053,1046.99,105854.43,249.37,704.8,0,1046.99,1.0,119821.4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
C-7903,1339.13,41613.51,306.07,595.25,0,1339.13,0.0,71077.67,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
C-49926,1536.56,89357.29,272.19,731.33,0,1536.56,0.0,134058.25,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
C-47506,3208.34,237854.74,717.7,798.46,0,3208.34,0.0,350885.49,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
C-12877,2415.84,157385.57,540.43,713.49,0,2415.84,1.0,287329.98,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
C-46229,3190.59,58926.62,248.49,618.21,0,3190.59,1.0,95500.81,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
C-22196,3464.0,131815.69,463.53,657.04,0,3464.0,1.0,248389.51,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
